HomeTeam,AwayTeam,FTR
Derby,Sunderland,H
Ipswich,Leeds,A
Leicester,Chelsea,H
Liverpool,'West Ham',H
'Man United',Everton,H
Middlesbrough,'Man City',D
Tottenham,Charlton,D
Everton,Leeds,D
Arsenal,Ipswich,H
'Aston Villa',Middlesbrough,D
Chelsea,'Man United',D
Everton,Leicester,H
Leeds,Derby,D
'Man City',Tottenham,A
Southampton,Bradford,H
Sunderland,Liverpool,D
Charlton,Newcastle,H
'West Ham',Coventry,D
Bradford,'West Ham',A
Coventry,Charlton,D
Derby,'Aston Villa',H
Ipswich,Everton,H
Leicester,Sunderland,H
Middlesbrough,Southampton,A
Newcastle,'Man City',A
Tottenham,Leeds,A
'Man United',Arsenal,H
Arsenal,'West Ham',H
Coventry,Chelsea,D
Derby,Tottenham,H
Everton,Newcastle,D
Leeds,'Man United',D
Leicester,Liverpool,H
'Man City',Southampton,A
Middlesbrough,Charlton,D
Ipswich,Bradford,H
Sunderland,'Aston Villa',D
'West Ham',Chelsea,A
'Aston Villa',Ipswich,H
Bradford,'Man City',D
Charlton,Leeds,A
Chelsea,Sunderland,A
'Man United',Leicester,H
Newcastle,Middlesbrough,A
Southampton,Everton,H
Tottenham,Coventry,H
'West Ham',Ipswich,A
'Aston Villa',Arsenal,D
Liverpool,Derby,D
Arsenal,Tottenham,H
Bradford,Newcastle,D
Chelsea,Middlesbrough,H
Coventry,Derby,H
Liverpool,'Man United',H
'Man City','Aston Villa',A
Sunderland,Leeds,A
'West Ham',Everton,A
Charlton,Leicester,H
Southampton,Ipswich,A
'Aston Villa',Leicester,H
'Aston Villa','West Ham',D
Derby,Chelsea,A
Leeds,Southampton,H
Leicester,Coventry,A
Everton,'Man City',H
Middlesbrough,Sunderland,D
Ipswich,Liverpool,D
'Man United',Charlton,H
Tottenham,Bradford,H
'Man City',Arsenal,A
Bradford,Charlton,H
Liverpool,Leeds,A
Arsenal,Middlesbrough,A
'Aston Villa',Everton,H
Chelsea,Southampton,H
Ipswich,Newcastle,H
Leicester,'Man City',A
'Man United',Coventry,H
Sunderland,Tottenham,A
'West Ham',Derby,H
Coventry,Sunderland,H
Derby,Leicester,H
Everton,Liverpool,A
Middlesbrough,Ipswich,A
Newcastle,'West Ham',H
Charlton,'Aston Villa',D
Tottenham,Chelsea,A
Arsenal,Everton,H
'Aston Villa',Southampton,D
Bradford,Derby,H
Chelsea,Charlton,A
Ipswich,Coventry,H
Leicester,Middlesbrough,A
'Man United','Man City',D
Sunderland,Newcastle,D
'West Ham',Leeds,A
Liverpool,Tottenham,H
Coventry,Liverpool,A
Derby,Arsenal,A
Everton,Bradford,H
Leeds,Chelsea,H
'Man City','West Ham',H
Middlesbrough,'Man United',A
Newcastle,Leicester,H
Southampton,Sunderland,A
Tottenham,'Aston Villa',D
Charlton,Ipswich,H
Bradford,Liverpool,A
Newcastle,Southampton,D
Arsenal,Leeds,H
'Aston Villa',Coventry,H
Bradford,Middlesbrough,D
Chelsea,Everton,H
Leicester,Tottenham,H
Liverpool,Newcastle,H
'Man United',Derby,A
Sunderland,Charlton,H
'West Ham',Southampton,H
Ipswich,'Man City',H
Liverpool,Chelsea,D
Leeds,Bradford,H
Southampton,'Man United',H
Newcastle,Arsenal,D
Charlton,Liverpool,A
Coventry,Bradford,D
Derby,Ipswich,D
Everton,Sunderland,D
Leeds,Leicester,H
'Man City',Chelsea,A
Middlesbrough,'West Ham',H
Newcastle,'Aston Villa',H
Southampton,Arsenal,H
Tottenham,'Man United',H
Charlton,Everton,A
Derby,Blackburn,H
Leeds,Southampton,H
Leicester,Bolton,A
Liverpool,'West Ham',H
Middlesbrough,Arsenal,A
Sunderland,Ipswich,H
Tottenham,'Aston Villa',D
Chelsea,Newcastle,D
'Man United',Fulham,H
Everton,Tottenham,D
Arsenal,Leeds,A
Bolton,Middlesbrough,H
Ipswich,Derby,H
Blackburn,'Man United',D
Fulham,Sunderland,H
Arsenal,Leicester,H
Blackburn,Tottenham,H
Everton,Middlesbrough,H
Fulham,Derby,D
Ipswich,Charlton,A
Southampton,Chelsea,A
'West Ham',Leeds,D
'Aston Villa','Man United',D
Newcastle,Sunderland,D
Bolton,Liverpool,H
Chelsea,Arsenal,D
Derby,'West Ham',D
Leeds,Bolton,D
Leicester,Ipswich,D
Liverpool,'Aston Villa',A
'Man United',Everton,H
Middlesbrough,Newcastle,A
Sunderland,Blackburn,H
Charlton,Fulham,D
Tottenham,Southampton,H
Bolton,Southampton,A
Derby,Leicester,A
Everton,Liverpool,A
Fulham,Arsenal,A
Middlesbrough,'West Ham',H
Newcastle,'Man United',H
'Aston Villa',Sunderland,D
Charlton,Leeds,A
Ipswich,Blackburn,D
Tottenham,Chelsea,A
Leicester,Middlesbrough,A
Blackburn,Bolton,D
Sunderland,Tottenham,A
Arsenal,Bolton,D
Blackburn,Everton,H
Leicester,Fulham,D
Liverpool,Tottenham,H
'Man United',Ipswich,H
Sunderland,Charlton,D
Chelsea,Middlesbrough,D
Leeds,Derby,H
'West Ham',Newcastle,H
Southampton,'Aston Villa',A
Newcastle,Leicester,H
Bolton,Sunderland,A
Charlton,Leicester,H
Derby,Arsenal,A
Everton,'West Ham',H
Middlesbrough,Southampton,A
Tottenham,'Man United',A
'Aston Villa',Blackburn,H
Fulham,Chelsea,D
Ipswich,Leeds,A
Newcastle,Liverpool,A
Bolton,Newcastle,A
Charlton,Middlesbrough,D
Chelsea,Leicester,H
Ipswich,Everton,D
Liverpool,Leeds,D
Southampton,Arsenal,A
Sunderland,'Man United',A
'Aston Villa',Fulham,H
Blackburn,'West Ham',H
Tottenham,Derby,H
Arsenal,Blackburn,D
Derby,Charlton,D
Everton,'Aston Villa',H
Leicester,Liverpool,A
'Man United',Bolton,A
'West Ham',Southampton,H
Fulham,Ipswich,D
Leeds,Chelsea,D
Newcastle,Tottenham,A
Middlesbrough,Sunderland,H
'Aston Villa',Charlton,H
Southampton,Ipswich,D
'West Ham',Chelsea,H
'Aston Villa',Bolton,H
Charlton,Liverpool,A
Everton,Newcastle,A
Fulham,Southampton,H
'Man United',Leeds,D
Sunderland,Arsenal,D
Tottenham,Middlesbrough,H
Derby,Chelsea,D
Ipswich,'West Ham',A
Blackburn,Leicester,D
Bolton,Everton,D
Leicester,Sunderland,H
Middlesbrough,Derby,H
Newcastle,'Aston Villa',H
Southampton,Blackburn,A
'West Ham',Fulham,A
Arsenal,Charlton,A
Chelsea,Ipswich,H
Leeds,Tottenham,H
Liverpool,'Man United',H
'Aston Villa',Middlesbrough,D
Blackburn,Liverpool,D
Derby,Southampton,H
Fulham,Newcastle,H
'Man United',Leicester,H
Tottenham,Arsenal,D
Everton,Chelsea,D
Ipswich,Bolton,A
Sunderland,Leeds,H
Charlton,'West Ham',D
Bolton,Fulham,D
Chelsea,Blackburn,D
Leicester,Everton,D
Newcastle,Derby,H
Southampton,Charlton,H
'West Ham',Tottenham,A
Arsenal,'Man United',H
Leeds,'Aston Villa',D
Liverpool,Sunderland,H
Middlesbrough,Ipswich,D
'Aston Villa',Leicester,A
Blackburn,Middlesbrough,A
Charlton,Newcastle,D
Derby,Liverpool,A
Ipswich,Arsenal,A
'Man United',Chelsea,A
Sunderland,'West Ham',H
Everton,Southampton,H
Fulham,Leeds,D
Tottenham,Bolton,H
Chelsea,Charlton,A
'West Ham','Aston Villa',D
Charlton,Tottenham,H
Derby,Bolton,H
Fulham,Everton,H
Leicester,Southampton,A
Liverpool,Middlesbrough,H
'Man United','West Ham',A
Arsenal,'Aston Villa',H
Blackburn,Leeds,A
Ipswich,Newcastle,A
Sunderland,Chelsea,D
Liverpool,Fulham,D
'Man United',Derby,H
Bolton,Charlton,D
Everton,Derby,H
Middlesbrough,'Man United',A
Newcastle,Blackburn,H
Southampton,Sunderland,H
Tottenham,Fulham,H
'West Ham',Arsenal,D
Chelsea,Liverpool,H
Leeds,Leicester,D
'Aston Villa',Ipswich,H
Arsenal,Newcastle,A
Leeds,Everton,H
Charlton,Blackburn,A
Derby,'Aston Villa',H
Leeds,Newcastle,A
Leicester,'West Ham',D
'Man United',Southampton,H
Sunderland,Everton,H
Tottenham,Ipswich,A
Chelsea,Bolton,H
Liverpool,Arsenal,A
Arsenal,Chelsea,H
'Aston Villa',Liverpool,A
Blackburn,Sunderland,A
Bolton,Leeds,A
Everton,'Man United',A
Fulham,Charlton,D
Ipswich,Leicester,H
Newcastle,Middlesbrough,H
Southampton,Tottenham,H
'West Ham',Derby,H
Arsenal,Middlesbrough,H
'Aston Villa',Tottenham,D
Blackburn,Derby,A
Bolton,Leicester,D
Everton,Charlton,A
Ipswich,Sunderland,H
Newcastle,Chelsea,A
Southampton,Leeds,A
'West Ham',Liverpool,D
Fulham,'Man United',A
Charlton,Ipswich,H
Chelsea,Southampton,A
Leeds,'West Ham',H
Liverpool,Bolton,D
Middlesbrough,Everton,H
Sunderland,'Aston Villa',D
Tottenham,Blackburn,H
Derby,Fulham,A
'Man United',Newcastle,H
Southampton,Liverpool,H
'Aston Villa',Derby,H
Blackburn,Charlton,H
Bolton,Chelsea,D
Everton,Sunderland,H
Fulham,Middlesbrough,H
Ipswich,Tottenham,H
Newcastle,Leeds,H
'West Ham',Leicester,H
Arsenal,Liverpool,D
Southampton,'Man United',A
Derby,Ipswich,A
Leicester,Newcastle,D
Liverpool,Southampton,D
'Man United',Blackburn,H
Middlesbrough,Bolton,D
Sunderland,Fulham,D
Tottenham,Everton,D
Chelsea,'West Ham',H
Leeds,Arsenal,D
Charlton,'Aston Villa',A
'Man United',Liverpool,A
Leicester,Arsenal,A
Bolton,'Man United',A
Charlton,Derby,H
Sunderland,Middlesbrough,A
'Aston Villa',Everton,D
Blackburn,Arsenal,A
Chelsea,Leeds,H
Ipswich,Fulham,H
Liverpool,Leicester,H
Southampton,'West Ham',H
Tottenham,Newcastle,A
Arsenal,Southampton,D
Derby,Tottenham,H
Everton,Ipswich,A
Fulham,'Aston Villa',D
Leicester,Chelsea,A
'Man United',Sunderland,H
Newcastle,Bolton,H
'West Ham',Blackburn,H
Leeds,Liverpool,A
Middlesbrough,Charlton,D
'Aston Villa',Chelsea,D
Bolton,'West Ham',H
Derby,Sunderland,A
Fulham,Blackburn,H
Ipswich,Liverpool,A
Middlesbrough,Leeds,D
Newcastle,Southampton,H
Tottenham,Leicester,H
Charlton,'Man United',A
Everton,Arsenal,A
Middlesbrough,Fulham,H
Arsenal,Fulham,H
Leicester,Derby,A
Liverpool,Everton,D
'Man United','Aston Villa',H
Southampton,Bolton,D
'West Ham',Middlesbrough,H
Leeds,Charlton,D
Sunderland,Newcastle,A
'Aston Villa','West Ham',H
Bolton,Blackburn,D
Charlton,Chelsea,H
Fulham,Liverpool,A
Ipswich,Southampton,A
Middlesbrough,Leicester,H
Newcastle,Arsenal,A
Tottenham,Sunderland,H
Derby,'Man United',D
Everton,Leeds,D
Arsenal,Derby,H
Blackburn,'Aston Villa',H
Sunderland,Bolton,H
Chelsea,Fulham,H
Leeds,Ipswich,H
Liverpool,Newcastle,H
'Man United',Tottenham,H
Southampton,Middlesbrough,D
'West Ham',Everton,H
Leicester,Charlton,D
Blackburn,Ipswich,H
Chelsea,Tottenham,H
Bolton,Derby,A
Chelsea,Sunderland,H
Everton,Fulham,H
Middlesbrough,Liverpool,A
Newcastle,Ipswich,D
Southampton,Leicester,D
'West Ham','Man United',A
'Aston Villa',Arsenal,A
Leeds,Blackburn,H
Tottenham,Charlton,A
Charlton,Bolton,A
Derby,Everton,A
Ipswich,'Aston Villa',D
Leicester,Leeds,A
'Man United',Middlesbrough,A
Sunderland,Southampton,D
Fulham,Tottenham,A
Liverpool,Chelsea,H
Newcastle,Everton,H
Arsenal,Sunderland,H
Bolton,'Aston Villa',H
Chelsea,Derby,H
Leeds,'Man United',A
Leicester,Blackburn,H
Liverpool,Charlton,H
Middlesbrough,Tottenham,D
Southampton,Fulham,D
'West Ham',Ipswich,H
Blackburn,Southampton,H
Charlton,Arsenal,A
Derby,Middlesbrough,A
Everton,Bolton,H
Fulham,'West Ham',A
Ipswich,Chelsea,D
Sunderland,Leicester,H
Tottenham,Leeds,H
'Aston Villa',Newcastle,D
Arsenal,Tottenham,H
Bolton,Ipswich,H
Chelsea,Everton,H
Leicester,'Man United',A
Middlesbrough,'Aston Villa',H
Southampton,Derby,H
'West Ham',Charlton,H
Leeds,Sunderland,H
Newcastle,Fulham,D
Blackburn,Chelsea,D
'Aston Villa',Leeds,A
Charlton,Southampton,D
Derby,Newcastle,A
Everton,Leicester,D
Sunderland,Liverpool,A
Tottenham,'West Ham',D
Bolton,Tottenham,D
Chelsea,'Man United',A
Leeds,Fulham,A
Leicester,'Aston Villa',D
Liverpool,Derby,H
Middlesbrough,Blackburn,A
Newcastle,Charlton,H
Southampton,Everton,A
'West Ham',Sunderland,H
Arsenal,Ipswich,H
Blackburn,Newcastle,D
Fulham,Bolton,H
Arsenal,'West Ham',H
Ipswich,Middlesbrough,H
'Aston Villa',Southampton,H
Charlton,Sunderland,D
Derby,Leeds,A
Fulham,Leicester,D
Ipswich,'Man United',A
Middlesbrough,Chelsea,A
Newcastle,'West Ham',H
Tottenham,Liverpool,H
Everton,Blackburn,A
Bolton,Arsenal,A
Liverpool,Blackburn,H
'Man United',Arsenal,A
Arsenal,Everton,H
Blackburn,Fulham,H
Chelsea,'Aston Villa',A
Leeds,Middlesbrough,H
Leicester,Tottenham,H
Liverpool,Ipswich,H
'Man United',Charlton,D
Southampton,Newcastle,H
Sunderland,Derby,D
'West Ham',Bolton,H
Blackburn,Sunderland,D
Charlton,Chelsea,A
Everton,Tottenham,D
Fulham,Bolton,H
Leeds,'Man City',H
'Man United','West Brom',H
Southampton,Middlesbrough,D
Arsenal,Birmingham,H
'Aston Villa',Liverpool,A
Newcastle,'West Ham',H
Chelsea,'Man United',D
Birmingham,Blackburn,A
Bolton,Charlton,A
Liverpool,Southampton,H
'Man City',Newcastle,H
Middlesbrough,Fulham,D
Sunderland,Everton,A
Tottenham,'Aston Villa',H
'West Brom',Leeds,A
'West Ham',Arsenal,D
Arsenal,'West Brom',H
Charlton,Tottenham,A
'Aston Villa','Man City',H
Blackburn,Liverpool,D
Everton,Birmingham,D
Leeds,Sunderland,A
Southampton,Chelsea,D
Birmingham,Leeds,H
'Man City',Everton,H
Middlesbrough,Blackburn,H
Sunderland,'Man United',D
Tottenham,Southampton,H
'West Brom',Fulham,H
'West Ham',Charlton,A
Bolton,'Aston Villa',H
Chelsea,Arsenal,D
Liverpool,Newcastle,D
'Man United',Middlesbrough,H
Arsenal,'Man City',H
Middlesbrough,Sunderland,H
'Aston Villa',Charlton,H
Blackburn,Chelsea,A
Fulham,Tottenham,H
Liverpool,Birmingham,D
'Man United',Bolton,A
Newcastle,Leeds,A
Southampton,Everton,H
'West Ham','West Brom',A
Bolton,Liverpool,A
Charlton,Arsenal,A
Chelsea,Newcastle,H
Everton,Middlesbrough,H
Leeds,'Man United',H
Sunderland,Fulham,A
'West Brom',Southampton,H
'Man City',Blackburn,D
Tottenham,'West Ham',H
Birmingham,'Aston Villa',H
Arsenal,Bolton,H
Liverpool,'West Brom',H
'Man United',Tottenham,H
Middlesbrough,Birmingham,H
Newcastle,Sunderland,H
Southampton,Charlton,D
'West Ham','Man City',D
'Aston Villa',Everton,H
Blackburn,Leeds,H
Fulham,Chelsea,D
Birmingham,Newcastle,A
Bolton,Southampton,D
Charlton,'Man United',A
Chelsea,'West Ham',A
Everton,Fulham,H
Leeds,Arsenal,A
'Man City',Liverpool,A
Sunderland,'Aston Villa',H
Tottenham,Middlesbrough,A
'West Brom',Blackburn,A
Middlesbrough,Bolton,H
Newcastle,'West Brom',H
Southampton,'Man City',H
'West Ham',Birmingham,A
Arsenal,Sunderland,H
'Aston Villa',Leeds,D
Blackburn,Tottenham,A
Fulham,Charlton,H
Liverpool,Chelsea,H
'Man United',Everton,H
Blackburn,Newcastle,H
Everton,Arsenal,H
Fulham,'Man United',D
Leeds,Liverpool,A
'Man City',Chelsea,A
Sunderland,'West Ham',A
'West Brom',Birmingham,D
Charlton,Middlesbrough,H
Tottenham,Bolton,H
'Aston Villa',Southampton,A
Fulham,'West Ham',A
Arsenal,Blackburn,A
Birmingham,'Man City',A
Chelsea,'West Brom',H
Liverpool,Tottenham,H
'Man United','Aston Villa',D
Middlesbrough,Leeds,D
Newcastle,Charlton,H
Southampton,Fulham,H
'West Ham',Everton,A
Bolton,Sunderland,D
Birmingham,Bolton,H
Liverpool,'West Ham',H
'Man United',Southampton,H
'West Brom','Man City',A
Blackburn,'Aston Villa',D
Charlton,Sunderland,D
Fulham,Arsenal,A
Leeds,Everton,A
Tottenham,Chelsea,D
Newcastle,Middlesbrough,H
Arsenal,Newcastle,H
'Aston Villa',Fulham,H
Bolton,'West Brom',D
Chelsea,Birmingham,H
Everton,Charlton,H
'Man City','Man United',H
Middlesbrough,Liverpool,H
Southampton,Blackburn,D
Sunderland,Tottenham,H
'West Ham',Leeds,A
Arsenal,Tottenham,H
Chelsea,Middlesbrough,H
'Man City',Charlton,A
Newcastle,Southampton,H
'West Brom','Aston Villa',D
Birmingham,Fulham,D
Blackburn,Everton,A
Leeds,Bolton,A
Liverpool,Sunderland,D
'West Ham','Man United',D
'Aston Villa','West Ham',H
Bolton,Chelsea,D
Everton,'West Brom',H
Fulham,Liverpool,H
'Man United',Newcastle,H
Middlesbrough,'Man City',H
Southampton,Arsenal,H
Sunderland,Birmingham,A
Charlton,Blackburn,H
Tottenham,Leeds,H
Arsenal,'Aston Villa',H
Birmingham,Tottenham,D
Blackburn,Fulham,H
Chelsea,Sunderland,H
'Man City',Bolton,H
'West Brom',Middlesbrough,H
Leeds,Charlton,A
Liverpool,'Man United',A
Newcastle,Everton,H
'West Ham',Southampton,A
'Aston Villa',Newcastle,A
Bolton,Blackburn,D
Charlton,Liverpool,H
Everton,Chelsea,A
Fulham,Leeds,H
'Man United',Arsenal,H
Middlesbrough,'West Ham',D
Southampton,Birmingham,H
Tottenham,'West Brom',H
Sunderland,'Man City',A
'Aston Villa','West Brom',H
Charlton,'Man City',D
Everton,Blackburn,H
'Man United','West Ham',H
Middlesbrough,Chelsea,D
Southampton,Newcastle,D
Fulham,Birmingham,A
Sunderland,Liverpool,H
Tottenham,Arsenal,D
Bolton,Leeds,A
Arsenal,Middlesbrough,H
Birmingham,Charlton,D
Chelsea,'Aston Villa',H
Leeds,Southampton,D
Newcastle,Fulham,H
'West Brom',Sunderland,D
'West Ham',Bolton,D
Blackburn,'Man United',H
Liverpool,Everton,D
'Man City',Tottenham,A
Birmingham,Everton,D
Bolton,Newcastle,H
Chelsea,Southampton,D
Liverpool,Blackburn,D
'Man City','Aston Villa',H
Middlesbrough,'Man United',H
Sunderland,Leeds,A
Tottenham,Charlton,D
'West Brom',Arsenal,A
'West Ham',Fulham,D
'Aston Villa',Middlesbrough,H
Blackburn,'West Ham',D
Charlton,'West Brom',H
Everton,Bolton,D
Fulham,'Man City',A
Leeds,Chelsea,H
'Man United',Birmingham,H
Southampton,Sunderland,H
Arsenal,Liverpool,D
Newcastle,Tottenham,H
Arsenal,Chelsea,H
'Aston Villa',Bolton,H
Blackburn,Middlesbrough,H
Everton,'Man City',D
Leeds,Birmingham,H
'Man United',Sunderland,H
Newcastle,Liverpool,H
Southampton,Tottenham,H
Bolton,Fulham,D
Chelsea,Charlton,H
Liverpool,'Aston Villa',D
'Man City',Leeds,H
Middlesbrough,Southampton,D
Sunderland,Blackburn,D
'West Brom','Man United',A
'West Ham',Newcastle,D
Birmingham,Arsenal,A
Tottenham,Everton,H
'Aston Villa',Tottenham,A
Blackburn,Birmingham,D
Charlton,Bolton,D
Everton,Sunderland,H
Leeds,'West Brom',D
'Man United',Chelsea,H
Newcastle,'Man City',H
Southampton,Liverpool,A
Arsenal,'West Ham',H
Fulham,Middlesbrough,H
Charlton,'West Ham',H
Newcastle,Bolton,H
Bolton,Everton,A
Chelsea,Leeds,H
Middlesbrough,'Aston Villa',A
Sunderland,Southampton,A
Liverpool,Arsenal,D
'Man City',Fulham,H
Tottenham,Newcastle,A
'West Brom',Charlton,A
'West Ham',Blackburn,H
Arsenal,Fulham,H
Bolton,Birmingham,H
Chelsea,Tottenham,D
Everton,Leeds,H
'Man City','West Brom',A
Southampton,'Man United',A
Sunderland,Charlton,A
'Aston Villa',Blackburn,H
'West Ham',Liverpool,A
Birmingham,'Man United',A
Birmingham,Chelsea,A
Blackburn,Southampton,H
Charlton,Everton,H
Fulham,'Aston Villa',H
Leeds,'West Ham',H
Liverpool,Middlesbrough,D
Tottenham,Sunderland,H
'West Brom',Bolton,D
'Man United','Man City',D
Newcastle,Arsenal,D
Fulham,'West Brom',H
Bolton,'Man United',D
Charlton,'Aston Villa',H
Chelsea,Blackburn,A
Everton,Southampton,H
Leeds,Newcastle,A
'Man City',Arsenal,A
Sunderland,Middlesbrough,A
Birmingham,Liverpool,H
'West Brom','West Ham',A
Tottenham,Fulham,D
Blackburn,'Man City',H
Fulham,Sunderland,H
Middlesbrough,Everton,D
Newcastle,Chelsea,H
Southampton,'West Brom',H
'West Ham',Tottenham,H
Arsenal,Charlton,H
'Aston Villa',Birmingham,A
'Man United',Leeds,H
Middlesbrough,Newcastle,H
Liverpool,Bolton,H
'Aston Villa','Man United',A
Blackburn,Arsenal,H
Charlton,Newcastle,A
Everton,'West Ham',D
Fulham,Southampton,D
Leeds,Middlesbrough,A
Sunderland,Bolton,A
'Man City',Birmingham,H
Tottenham,Liverpool,A
'West Brom',Chelsea,A
Birmingham,'West Brom',H
Chelsea,'Man City',H
'Man United',Fulham,H
Middlesbrough,Charlton,D
Newcastle,Blackburn,H
Southampton,'Aston Villa',D
'West Ham',Sunderland,H
Arsenal,Everton,H
Liverpool,Leeds,H
Bolton,Tottenham,H
'Aston Villa',Arsenal,D
Bolton,'Man City',H
Charlton,Leeds,A
'Man United',Liverpool,H
Middlesbrough,'West Brom',H
Southampton,'West Ham',D
Sunderland,Chelsea,A
Tottenham,Birmingham,H
Everton,Newcastle,H
Fulham,Blackburn,A
Birmingham,Sunderland,H
Blackburn,Charlton,H
Chelsea,Bolton,H
Leeds,Tottenham,D
Liverpool,Fulham,H
'Man City',Middlesbrough,D
Newcastle,'Man United',A
'West Brom',Everton,A
'West Ham','Aston Villa',D
Arsenal,'Man United',D
Tottenham,'Man City',A
'Aston Villa',Chelsea,H
Bolton,'West Ham',H
Charlton,Birmingham,A
Everton,Liverpool,A
Fulham,Newcastle,H
'Man United',Blackburn,H
Middlesbrough,Arsenal,A
Southampton,Leeds,H
Sunderland,'West Brom',A
Birmingham,Southampton,H
Blackburn,Bolton,D
Chelsea,Everton,H
Liverpool,Charlton,H
'Man City',Sunderland,H
Newcastle,'Aston Villa',D
'West Brom',Tottenham,A
'West Ham',Middlesbrough,H
Leeds,Fulham,H
Birmingham,Middlesbrough,H
Bolton,Arsenal,D
Charlton,Southampton,H
Chelsea,Fulham,D
Everton,'Aston Villa',H
Leeds,Blackburn,A
Sunderland,Newcastle,A
'West Brom',Liverpool,A
'Man City','West Ham',A
Tottenham,'Man United',A
'Aston Villa',Sunderland,H
Blackburn,'West Brom',D
Fulham,Everton,H
Liverpool,'Man City',A
'Man United',Charlton,H
Middlesbrough,Tottenham,H
Newcastle,Birmingham,H
Southampton,Bolton,D
'West Ham',Chelsea,H
Arsenal,Leeds,A
Arsenal,Southampton,H
Birmingham,'West Ham',D
Bolton,Middlesbrough,H
Charlton,Fulham,A
Chelsea,Liverpool,H
Everton,'Man United',A
Leeds,'Aston Villa',H
'Man City',Southampton,A
Sunderland,Arsenal,A
Tottenham,Blackburn,A
'West Brom',Newcastle,D
Arsenal,Everton,H
Birmingham,Tottenham,H
Blackburn,Wolves,H
Fulham,Middlesbrough,H
Leicester,Southampton,D
'Man United',Bolton,H
Portsmouth,'Aston Villa',H
Charlton,'Man City',A
Leeds,Newcastle,D
Liverpool,Chelsea,A
Bolton,Blackburn,D
Chelsea,Leicester,H
Everton,Fulham,H
'Man City',Portsmouth,D
Newcastle,'Man United',A
Southampton,Birmingham,D
Tottenham,Leeds,H
Wolves,Charlton,A
'Aston Villa',Liverpool,D
Middlesbrough,Arsenal,A
Blackburn,'Man City',A
Charlton,Everton,D
Leeds,Southampton,D
Leicester,Middlesbrough,D
Portsmouth,Bolton,H
Arsenal,'Aston Villa',H
Liverpool,Tottenham,D
'Man United',Wolves,H
'Aston Villa',Leicester,H
Bolton,Charlton,D
Chelsea,Blackburn,D
Everton,Liverpool,A
Middlesbrough,Leeds,A
Newcastle,Birmingham,A
Tottenham,Fulham,A
Wolves,Portsmouth,D
'Man City',Arsenal,A
Southampton,'Man United',H
Arsenal,Portsmouth,D
Blackburn,Liverpool,A
Bolton,Middlesbrough,H
Charlton,'Man United',A
Chelsea,Tottenham,H
Everton,Newcastle,D
Southampton,Wolves,H
Birmingham,Fulham,D
'Man City','Aston Villa',H
Leicester,Leeds,H
'Aston Villa',Charlton,H
Fulham,'Man City',D
Leeds,Birmingham,A
Liverpool,Leicester,H
Newcastle,Bolton,D
Portsmouth,Blackburn,A
Tottenham,Southampton,A
Wolves,Chelsea,A
'Man United',Arsenal,D
Middlesbrough,Everton,H
Arsenal,Newcastle,H
Birmingham,Portsmouth,H
Bolton,Wolves,D
Chelsea,'Aston Villa',H
Leicester,'Man United',A
Southampton,Middlesbrough,A
Blackburn,Fulham,A
Charlton,Liverpool,H
Everton,Leeds,H
'Man City',Tottenham,D
Fulham,Leicester,H
Leeds,Blackburn,H
Liverpool,Arsenal,A
'Man United',Birmingham,H
Newcastle,Southampton,H
Portsmouth,Charlton,A
Tottenham,Everton,H
Wolves,'Man City',H
'Aston Villa',Bolton,D
Middlesbrough,Chelsea,A
Birmingham,Chelsea,D
Arsenal,Chelsea,H
Fulham,Wolves,D
Leeds,'Man United',A
'Man City',Bolton,H
Middlesbrough,Newcastle,A
Portsmouth,Liverpool,H
Birmingham,'Aston Villa',D
Everton,Southampton,D
Leicester,Tottenham,A
Blackburn,Charlton,A
Fulham,Newcastle,A
'Aston Villa',Everton,D
Bolton,Birmingham,A
Chelsea,'Man City',H
Liverpool,Leeds,H
'Man United',Fulham,A
Newcastle,Portsmouth,H
Southampton,Blackburn,H
Wolves,Leicester,H
Charlton,Arsenal,D
Tottenham,Middlesbrough,D
Everton,Chelsea,A
Leeds,Arsenal,A
'Man United',Portsmouth,H
Middlesbrough,Wolves,H
Newcastle,'Aston Villa',D
Southampton,'Man City',A
Tottenham,Bolton,A
Fulham,Liverpool,A
Leicester,Blackburn,H
Birmingham,Charlton,A
Arsenal,Tottenham,H
'Aston Villa',Middlesbrough,A
Bolton,Southampton,D
Charlton,Fulham,H
Portsmouth,Leeds,H
Wolves,Birmingham,D
Chelsea,Newcastle,H
Liverpool,'Man United',A
'Man City',Leicester,A
Blackburn,Everton,H
Birmingham,Arsenal,A
Everton,Wolves,H
Leeds,Bolton,A
Leicester,Charlton,D
'Man United',Blackburn,H
Middlesbrough,Liverpool,D
Newcastle,'Man City',H
Southampton,Chelsea,A
Tottenham,'Aston Villa',H
